target,kernel,correlation_method,kernel_objective_spearman_correlation,kernel_objective_spearman_p_value,kernel_condition_number,kernel_log_abs_determinant,surrogate_normalized_mse_mean,surrogate_normalized_mse_std,surrogate_r2_mean,surrogate_r2_std,surrogate_nlpd_mean,surrogate_nlpd_std
target_len_5,noisy_hierarchical_tree_kernel,spearman,-0.00922266139657444,0.9520538828862136,450.0369106274204,-57.31894516432519,1.7444949712189843,2.3417295581077555,-27.92218335909797,42.821522033392576,1.791558767796164,1.1720366520612655
target_len_5,noisy_hierarchical_wl_kernel,spearman,-0.058498023715415015,0.702683037539815,426.0362426924821,-56.07208456580453,1.7444949703039068,2.341729557732384,-27.92218351959594,42.8215223453285,1.7915587597315004,1.1720369850595127
target_len_5,noisy_hierarchical_damg_kernel,spearman,0.11707734981072891,0.44372527120559735,28.196018940637014,-41.800080978130474,1.1479534063729335,1.5831216507593453,-19.80396344690989,33.23292721925605,1.5203217157615625,0.9563182336222512
target_len_5,noisy_combined_hierarchical_kernel,spearman,0.1482213438735178,0.331199592386213,48.22562002268555,-40.421817968667256,1.1479534784197152,1.5831217689008297,-19.803966001286533,33.232930361697136,1.520336226752519,0.9563424375388127
target_len_5,noisy_hierarchical_damg_kernel_13,spearman,0.35684401735945137,0.016118026492602938,20.63603174405717,-44.54469341431634,1.1479533903107213,1.5831216745286123,-19.803961119592266,33.232922936468775,1.5203205294990085,0.9563226825998506
target_len_5,tree_kernel_1,spearman,-0.026745718050065877,0.8615526572863557,418.7899390196022,-23.08449744781864,1.3226270948985697,1.5949860148327577,-133.75417109582605,264.53154533617084,12.926724104276293,16.66391867700061
target_len_5,tree_kernel_2,spearman,-0.023451910408432145,0.8784660092193656,1008.8023824035847,-25.582812440787922,2.5952059945479946,2.22108591657884,-165.8806461118645,301.42804086219314,34.632767903164726,29.08378276885603
target_len_5,tree_kernel_3,spearman,-0.004874835309617917,0.974646438364791,633.3717402649822,-22.046403285672657,3.3822058205884438,1.7075598381824644,-271.3619838046664,456.48795961846827,35.01953307341445,25.000502898571206
target_len_5,wl_kernel_1,spearman,-0.11040843214756257,0.4702868837779264,299.6361039894138,-19.57334472078853,1.900405783921856,2.1245244347367844,-195.32856132514257,379.2091798922271,12.676830209357394,16.122993367528505
target_len_5,wl_kernel_2,spearman,-0.040052700922266135,0.7939184475075067,1177.1472080454705,-24.20962437036513,3.0989518729067305,2.209595143660989,-311.31630125858646,600.5765805160571,41.43166162403354,33.00400144608558
target_len_5,wl_kernel_3,spearman,-0.007246376811594202,0.9623196741711646,1243.630723980494,-23.826415471135103,4.997965118547969,1.8723944266933303,-433.1039466141909,747.9780586532048,77.57373029776436,59.575927641287144
target_len_5,damg_kernel_1,spearman,0.5617915888888223,5.931975761681196e-05,7.0800406293164455,-1.9018884213095548,1.0458363795381271,1.6360856309497627,-19.58040521600328,33.3893265796922,1.4711485402760993,1.1040693869248084
target_len_5,damg_kernel_2,spearman,-0.16296006463977564,0.284809698586926,62.010046415538326,-81.2045491804156,2.5028242015823965,2.6539243447210166,-184.63131754343814,350.9196276704714,240.90991054856758,326.4437280977822
target_len_5,damg_kernel_3,spearman,0.07679996377719614,0.6160657525737694,49.73001551496138,-inf,3.352910848559863,3.992569336535985,-37.67965140573808,67.83205534216953,958.5625804393252,1158.9463280839516
