target,kernel,correlation_method,kernel_objective_spearman_correlation,kernel_objective_spearman_p_value,kernel_condition_number,kernel_log_abs_determinant,surrogate_normalized_mse_mean,surrogate_normalized_mse_std,surrogate_r2_mean,surrogate_r2_std,surrogate_nlpd_mean,surrogate_nlpd_std
target_len_5,noisy_hierarchical_tree_kernel,spearman,-0.038149374066294345,0.007267193583490606,16262.3900220428,-722.7887838543013,1.0082193197946065,0.5137097683043014,-0.06574013903565379,0.19345599883397177,1.509633159234052,0.38482407147474423
target_len_5,noisy_hierarchical_wl_kernel,spearman,-0.03320135173402189,0.01949248326717958,97754.04882288897,-752.8548042088227,0.9816981266364404,0.5070144508133404,-0.04633927906039008,0.21874516397931446,1.4903902454559395,0.3946504307782287
target_len_5,noisy_hierarchical_damg_kernel,spearman,0.13922543204018734,7.506270096372786e-23,625.3090487147848,-472.00786297593004,0.7439354263200993,0.5375395684198889,0.3343123110368741,0.22392589238880384,1.3539766003338125,0.4953952926546713
target_len_5,noisy_combined_hierarchical_kernel,spearman,0.08587804742760893,1.4331412239652172e-09,1294.3826500966268,-472.73807842569926,0.7371683583592589,0.5268223581062305,0.3375140675442858,0.2192328785589551,1.319853397811733,0.4452911547202342
target_len_5,noisy_hybrid_kernel,spearman,0.19723264040566177,1.337348655403541e-44,725.0027967557144,-487.322124662237,0.7556589519197701,0.4759835632973375,0.2702678166411997,0.2852985733934459,1.3102340878184062,0.3703033331550469
target_len_5,noisy_hierarchical_damg_kernel_13,spearman,0.19611536934849996,4.167536826863851e-44,400.051219003536,-493.2871644876839,0.7216196776816222,0.5105953159976553,0.3479146163552359,0.2131245551746648,1.296474532603433,0.41663904127678586
target_len_5,tree_kernel_1,spearman,-0.05270757125182026,0.0002073013563566998,14751.952129816333,-373.9850337337717,0.8579099052714918,0.5276254190896322,0.18461808775712535,0.21226017578940845,23.504903305198063,13.977136787351979
target_len_5,tree_kernel_2,spearman,-0.07105067169683353,5.61760793440377e-07,24393.944809905097,-488.33454328071656,1.4998129380187328,0.6269014310660666,-0.6878960924618926,0.4574630378969514,108.26544843499751,63.823300844041306
target_len_5,tree_kernel_3,spearman,-0.005417883192280777,0.703137656043664,18770.68068985692,-441.6006808519911,1.5478660265548045,0.7879841548272778,-0.6765553227454835,0.49246502594170055,84.07698429161682,64.61777666233063
target_len_5,wl_kernel_1,spearman,-0.03331848067739999,0.01906683461848179,53712.72803371263,-371.9825395716715,0.8080851479382007,0.43729288306611924,0.18488710750255494,0.11122254350931579,25.120606341293374,13.182620864660342
target_len_5,wl_kernel_2,spearman,-0.06643070241237765,2.8996720227893275e-06,23936236.628499433,-inf,1.6805657487777104,0.6722293046905996,-0.8985777368912256,0.49307663233204607,274.58658188782636,129.8585080274882
target_len_5,wl_kernel_3,spearman,-0.006910447496567655,0.6269132181301579,1664127.8281633877,-1014.612172409241,2.6777812074277554,1.2534860522068783,-2.0049463868189816,1.019211151521214,417.7806900252114,186.77462952733313
target_len_5,damg_kernel_1,spearman,0.4011002163795445,9.771865827176397e-191,105.5082489231441,-49.524889322845,0.7180190334027521,0.511425007679991,0.35388200075693615,0.22128203697863807,1.2717486225121541,0.4650629417004691
target_len_5,damg_kernel_2,spearman,0.0274565044054123,0.05340734281415808,7226.984159630536,-inf,1.6631503549644933,0.792655114019831,-0.7492827331333027,0.2349785570966441,1246.4642259015918,1388.179254435969
target_len_5,damg_kernel_3,spearman,-0.007487963472322928,0.5984024500453817,7223382628673008.0,-inf,1.2466772631003136,0.5931124087704369,-0.312933929477252,0.13823808953138175,5580.175366654481,4452.922079041438
target_len_5,operator_histogram_kernel,spearman,0.05440509754794628,0.0001283477977608131,44159748734.91884,-inf,1.1708133911133591,0.5528303660341193,-0.2616234776429323,0.22824876245569928,101.25169888827794,86.97599246428803
target_len_5_refined_1,noisy_hierarchical_tree_kernel,spearman,0.008438764879530124,0.5527928215088134,15215.166436931813,-714.8009713230024,1.9381533280134344,3.0703929601527205,-0.09888451589937772,0.04850895517520135,3.146245277041836,4.052170134135661
target_len_5_refined_1,noisy_hierarchical_wl_kernel,spearman,0.00598400021024054,0.6738214066197309,74420.9261500798,-738.2863673761756,1.8419244126635188,2.8779531274173857,-0.08470257137262087,0.023601273379401277,3.7710359866562113,5.301736465425887
target_len_5_refined_1,noisy_hierarchical_damg_kernel,spearman,0.15122296096587315,1.0358538337302161e-26,605.4339744684864,-466.9932852019509,1.8979907427566332,3.2503038126517096,0.17101549068973732,0.2128235347261956,3.6016276280565704,5.1311957766973055
target_len_5_refined_1,noisy_combined_hierarchical_kernel,spearman,0.13293688161301245,5.871033622426011e-21,1247.0110873760852,-468.788118238108,1.8879519157616336,3.255291078458957,0.19779135031086453,0.22218207209183297,3.5966442685571423,5.133659158580342
