target,kernel,correlation_method,kernel_objective_spearman_correlation,kernel_objective_spearman_p_value,kernel_condition_number,kernel_log_abs_determinant,surrogate_normalized_mse_mean,surrogate_normalized_mse_std,surrogate_r2_mean,surrogate_r2_std,surrogate_nlpd_mean,surrogate_nlpd_std
target_len_5,noisy_hierarchical_tree_kernel,spearman,0.008373306930212652,0.5558774390069607,16217.594777702336,-720.9080610580158,1.017462672019229,0.6846685432440329,-0.06692632665933003,0.26979878396092993,1.5453860876034664,0.644069884184246
target_len_5,noisy_hierarchical_wl_kernel,spearman,0.019713317267056392,0.16552128064308444,77031.17567351462,-748.9575648755749,1.1060279468219725,0.7859652181554803,-0.13847337749799998,0.2724839438775296,1.7169090482510978,0.8732368382461518
target_len_5,noisy_hierarchical_damg_kernel,spearman,0.17701419900488244,3.9683484231725205e-36,605.3807287732466,-472.5714518552003,0.9180900768038148,0.8987030984305877,0.21599855953967637,0.2818741296290083,1.517473143819593,0.9133752009758702
target_len_5,noisy_combined_hierarchical_kernel,spearman,0.15271126314949726,3.262917680895107e-27,1226.9942963639255,-472.1544012699749,0.8445677107656986,0.8992143376216551,0.28186380763205066,0.2694276239789583,1.4665195346092947,0.920205384286803
target_len_5,noisy_hybrid_kernel,spearman,0.2539471535604542,1.0555795685639389e-73,698.9608335912312,-487.11454410232454,0.9450617232070171,0.8754522764777153,0.1465624762907941,0.33658068864819046,1.5429287935450735,0.9196612044818945
target_len_5,noisy_hierarchical_damg_kernel_13,spearman,0.2539265477786531,1.0852886334832143e-73,388.40012962844423,-493.43897781935794,0.8433231137950681,0.9001554057658349,0.28313340305624923,0.27593242702074505,1.4665320602625789,0.9201994683993566
target_len_5,tree_kernel_1,spearman,0.002278435285557838,0.872674806117694,17725.645911910968,-371.7843049035588,0.8949648057872576,0.7167097841516293,0.10881959796108129,0.2662612967290022,25.306502054251318,21.946240498957113
target_len_5,tree_kernel_2,spearman,-0.014092924067950364,0.321527442140349,30781.219068716844,-423.6197751531903,1.4533131893240088,0.8652805984370285,-0.6608284335358834,0.7558354269673018,73.68412018549034,43.61716148438645
target_len_5,tree_kernel_3,spearman,0.02402552520759336,0.09099685646786168,16535.255045841277,-379.22243000554846,1.45537730400791,0.9236326213259489,-0.663091474010902,0.7611407902395895,46.37730656760861,26.19514982647421
target_len_5,wl_kernel_1,spearman,0.018476960254850527,0.19368597604582646,69902.15883911226,-369.09129886936915,1.1184371644122006,0.7977959933818655,-0.12625026029484518,0.15419435539361104,32.88607403151367,24.829132733614674
target_len_5,wl_kernel_2,spearman,-0.005440511564911486,0.7019569873273148,10262396.196550721,-729.9470668711457,1.4353089022687402,0.992768655027003,-0.5587437192358424,0.6778382818573995,208.5096621660262,93.40108033318874
target_len_5,wl_kernel_3,spearman,0.03337469523264118,0.018865450811711384,1752830.1348631578,-1010.2186927903095,1.6743431039717023,0.9094914143113974,-1.0093170247717982,0.8771440850687279,241.39110398663743,85.6112357776477
target_len_5,damg_kernel_1,spearman,0.44782638733664176,8.146849528317411e-243,102.8950735865308,-50.15861162779132,0.8308586313482909,0.9044417117310146,0.3075972980392557,0.2550844316267007,1.3544524346905917,0.817315552978794
target_len_5,damg_kernel_2,spearman,0.0349125312298848,0.014032015579300065,5745.7024823617385,-inf,1.65198951818726,0.9709382491484323,-0.8755163105613896,0.6508214448480882,741.6170955992463,216.5149265700852
